popular_similar_charities,rated_similar_charities,charity_url,charity_phoneNumber,charity_Name,homepage_Link,transperancy_Stars,agent_contactEmail,overall_starRating,charity_address
"Boys Town,Covenant House,Cal Farley's,Austin Children's Services","HOPE South Florida,Cocoon House,Bethesda Academy,Lives Under Construction Boys Ranch",, fax: (912) 537-8734,Paul Anderson Youth Home,http://www.payh.org/,Not yet scored or rated,,91.91,"
		
			1603 McIntosh Street,
			Vidalia, GA 30474,
			tel: (912) 537-7237"
"Boys Town,Covenant House,Cal Farley's,Austin Children's Services","HOPE South Florida,Mercy Ministries of America,Atlanta Children's Shelter,Wichita Children's Home",,"
			tel: (434) 376-2006",Patrick Henry Boys and Girls Plantation,http://www.patrickhenry.org/,Not yet scored or rated,,83.36,"
		
			860 Red Hill Road,
			P.O. Box 1398, Brookneal, VA 24528"
"Judicial Watch,Public Citizen Foundation,The Sunlight Foundation,Center for Effective Government (formerly OMB Watch)","Government Accountability Project,Goldwater Institute,The Sunlight Foundation,Taxpayers for Common Sense",,"
			tel: (703) 257-0140",Patrick Henry Center for Individual Liberty,http://www.patrickhenrycenter.com/,59.00,,50.83,"
		
			10440 Balls Ford Road,
			Suite 180, Manassas, VA 20109"
"Doctors Without Borders, USA,Heifer Project International,Samaritan's Purse,CARE","World Relief,Lutheran World Relief,Episcopal Relief & Development,Doctors Without Borders, USA",,"
			tel: (617) 924-7200",Pathfinder International,http://www.pathfinder.org,97.00,,84.28,"
		
			Nine Galen Street,
			Suite 217, Watertown, MA 02472    "
"The Nature Conservancy,Environmental Defense Fund,The Sierra Club Foundation,Greenpeace Fund","Appalachian Trail Conservancy,The Sierra Club Foundation,National Environmental Education Foundation,Montana Wilderness Association",, fax: (404) 875-3242,PATH Foundation,http://www.pathfoundation.org,85.00,,89.38,"
		
			P.O. Box 14327,
			Atlanta, GA 30324,
			tel: (404) 875-7284"
"Christian Appalachian Project,Baby Buggy,Society of St. Vincent de Paul of Portland, Oregon,Society of St. Vincent de Paul - Phoenix","St. Vincent de Paul of Seattle|King County,Society of St. Vincent de Paul - Phoenix,Society of St. Vincent de Paul, Detroit,Jewish Family & Career Services of Atlanta",, fax: (903) 535-9777,PATH (People Attempting to Help),http://www.tylerpath.org,100.00,,88.00,"
		
			402 West Front Street,
			Tyler, TX 75702,
			tel: (903) 597-7284"
"SOME,Coalition for the Homeless of Central Florida,Metropolitan Ministries,New England Center for Homeless Veterans","Chrysalis,The Institute for Human Services,Fourth Street Clinic,The Open Door Shelter",," 
            ",PATH Beyond Shelter,http://www.epath.org/site/PATHBeyondShelter/home.html,Not yet scored or rated,,76.11,"
		
			340 North Madison Avenue,
			Los Angeles, CA 90004,
			tel: (323) 644-2200"
"Locks of Love,CaringBridge,Leg Up Farm,St. Baldrick's Foundation","Cancer Support Community,Ronald McDonald House of Jacksonville,Ronald McDonald House Charities of St. Louis,Ronald McDonald House Charities of Oregon and Southwest Washington",, fax: (804) 744-5408,Patient Services Incorporated,http://www.patientservicesinc.org,100.00,,93.81,"
		
			P.O. Box 5930,
			Midlothian, VA 23112,
			tel: (800) 366-7741"
"Locks of Love,CaringBridge,Leg Up Farm,St. Baldrick's Foundation","St. Baldrick's Foundation,National Women's Health Network,Family House,Hospital Hospitality House",, fax: (757) 873-8999,Patient Advocate Foundation,http://www.patientadvocate.org/,100.00,,97.81,"
		
			421 Butler Farm Road,
			Hampton, VA 23666,
			tel: (800) 532-5274"
"Doctors Without Borders, USA,Heifer Project International,Samaritan's Purse,CARE","Mercy Corps,The Zakat Foundation of America,Samaritan's Purse,United Methodist Committee on Relief",,"
			tel: (206) 285-3500",PATH,http://www.path.org,100.00,,90.76,"
		
			2201 Westlake Avenue,
			Suite 200, Seattle, WA 98121"
"Habitat for Humanity of San Antonio,Habitat For Humanity of Spartanburg,Cedar Valley Habitat for Humanity,Atlanta Habitat for Humanity","Habitat for Humanity-MidOhio,Habitat for Humanity Anchorage,Habitat for Humanity of Lee and Hendry Counties, Florida,Habitat for Humanity San Fernando/Santa Clarita Valleys",, fax: (973) 595-0974,Paterson Habitat for Humanity,http://www.patersonhabitat.org/,97.00,,84.85,"
		
			146 North First Street,
			Paterson, NJ 07522,
			tel: (973) 595-6868"
"Catholic Answers,Prison Fellowship Ministries,Shiloh International Ministries,Mission Waco Mission World","West Michigan Youth for Christ,CBMC,Crossroad Bible Institute,Independent Catholic Foundation for the Diocese of Altoona-Johnstown",,"
			tel: (469) 522-5200",Pastoral Leadership Institute,,74.00,,65.67,"
		
			12300 Ford Road,
			Suite 450, Dallas, TX 75234"
"AMVETS National Service Foundation,National Vietnam Veterans Foundation,Injured Marine Semper Fi Fund","Iraq and Afghanistan Veterans of America,Injured Marine Semper Fi Fund,AMVETS National Service Foundation,Paralyzed Veterans of America",,"
			tel: (480) 621-4074",Pat Tillman Foundation,http://www.pattillmanfoundation.org/,89.00,,86.60,"
		
			2141 East Broadway Road,
			Suite 115, Tempe, AZ 85282"
"Christian Appalachian Project,Baby Buggy,Society of St. Vincent de Paul of Portland, Oregon,Society of St. Vincent de Paul - Phoenix","St. Joseph Center,Society of St. Vincent de Paul of Alameda County,Girls Educational & Mentoring Services (GEMS),OUR Center",, fax: (706) 649-6521,Pastoral Institute,http://www.pilink.org/home.aspx,89.00,,90.29,"
		
			2022 Fifteenth Avenue,
			Columbus, GA 31901,
			tel: (800) 649-6446"
"SPCA International,Greenville Humane Society,San Diego Humane Society and SPCA,Dumb Friends League","Pennsylvania SPCA,Virginia Beach SPCA,Greenville Humane Society,Oklahoma Humane Society",, fax: (425) 820-1717,Pasado's Safe Haven,http://www.pasadosafehaven.org/,85.00,,86.26,"
		
			P.O. Box 171,
			Sultan, WA 98294,
			tel: (360) 793-9393"
"Wikimedia Foundation,Food and Water Watch,The Heritage Foundation,United States Justice Foundation","Center for Public Integrity,The Ayn Rand Institute,Food and Water Watch,Creative Commons",,"
			tel: (202) 775-9111",Partnership for Public Service,http://ourpublicservice.org/OPS/,89.00,,88.23,"
		
			1100 New York Avenue,
			Suite 200 East, Washington, DC 20005"
"SOME,Coalition for the Homeless of Central Florida,Metropolitan Ministries,New England Center for Homeless Veterans","JOIN,Sunnyvale Community Services,Rainbow Village,The Samaritan Inn",,"
			tel: (212) 645-3444",Partnership for the Homeless,http://www.partnershipforthehomeless.org,Not yet scored or rated,,78.92,"
		
			305 Seventh Avenue,
			13th floor, New York, NY 10001"
"The Friedman Foundation for Educational Choice,Stand for Children Leadership Center,New Visions for Public Schools,Young Women's Leadership Network","The NEA Foundation,New Visions for Public Schools,Georgia Partnership for Excellence in Education,Center for Education Reform",,"
			tel: (206) 625-9655",Partnership for Learning,http://partnership4learning.org,62.00,,68.98,"
		
			520 Pike Street,
			Suite 1212, Seattle, WA 98101"
"Campaign for Tobacco-Free Kids,D.A.R.E. America,Action on Smoking and Health,KICKSTART KIDS","Oasis Center,Wayside House,Stephen Center,KICKSTART KIDS",,"
			tel: (212) 922-1560",The Partnership at Drugfree.org,http://www.drugfree.org,93.00,,89.05,"
		
			352 Park Avenue South,
			9th Floor, New York, NY 10010"
"FIRST,DonorsChoose.org,Kids In Need Foundation,Adopt-A-Classroom","""I Have a Dream"" Foundation,Year Up,Public Education Foundation,National Math + Science Initiative",,"
			tel: (212) 571-2664",Partnership for After School Education,http://www.pasesetter.org/,100.00,,76.96,"
		
			120 Broadway,
			Suite 230, New York, NY 10271"
"charity: water,Kiva,Women for Women International,GlobalGiving","Solar Electric Light Fund,Foods Resource Bank,TechnoServe,Friendship Bridge",, fax: (616) 818-4899,Partners Worldwide,http://www.partnersworldwide.org/,100.00,,93.81,"
		
			6139 Tahoe Drive, SE,
			Grand Rapids, MI 49546,
			tel: (800) 919-7307"
"World Vision,Save the Children,Compassion International,ChildFund International","Back2Back Ministries,Love A Child, Inc.,Cambodian Children's Fund,Coptic Orphans",," 
            ",Partners With Haiti,http://www.partnerswithhaiti.org/,81.00,,77.34,"
		
			25 Old County Road,
			Barrington, RI 02806,
			tel: (843) 757-7940"
"Islamic Relief USA,International Rescue Committee,Catholic Relief Services,Action Against Hunger | ACF-USA","Curamericas Global,Himalayan Cataract Project,ShelterBox USA,Salvadoran American Humanitarian Foundation",,"
			tel: (617) 998-8922",Partners In Health,http://www.pih.org,88.00,,90.60,"
		
			888 Commonwealth Avenue,
			3rd Floor, Boston, MA 02215"
"National Trust for Historic Preservation,Civil War Trust,George Washington's Mount Vernon,Disabled Veterans' LIFE Memorial Foundation","Galveston Historical Foundation,Maymont Foundation,World Monuments Fund,Corporation for Jefferson's Poplar Forest",,"
			tel: (215) 567-3234",Partners for Sacred Places,http://www.sacredplaces.org,73.00,,74.16,"
		
			1700 Sansom Street,
			10th Floor, Philadelphia, PA 19103"
"Islamic Relief USA,International Rescue Committee,Catholic Relief Services,Action Against Hunger | ACF-USA","INMED Partnerships for Children,Medical Ministry International,Esperança,International Child Care",," 
            ",Partners Relief and Development,http://www.partnersworld.org,81.00,,74.83,"
		
			P.O. Box 912418,
			Denver, CO 80291,
			tel: (909) 748-5810"
"Michael J. Fox Foundation for Parkinson's Research,Cancer Support Services,Be The Match Foundation,Prostate Cancer Foundation","Minnesota Medical Foundation,National Association of Chain Drug Stores Foundation,Roswell Park Alliance Foundation,Rheumatology Research Foundation",,"
			tel: (866) 789-9255",Parkinson's Unity Walk,http://www.unitywalk.org,82.00,,77.54,"
		
			4454 Route 27,
			Floor 2, Kingston, NJ 08528"
"The Museum of Modern Art,National Museum of Women in the Arts,Albright-Knox Art Gallery,MASS MoCA","Montclair Art Museum,Solomon R. Guggenheim Foundation,Shelburne Museum ,Contemporary Arts Center, Cincinnati",, fax: (631) 283-7006,The Parrish Art Museum,http://parrishart.org/,89.00,,79.71,"
		
			25 Job's Lane,
			Southampton, NY 11968,
			tel: (631) 283-2118"
"Autism Research Institute,Christopher & Dana Reeve Foundation,Children's Tumor Foundation,Pediatric Brain Tumor Foundation","Retina Foundation of the Southwest,Brain & Behavior Research Foundation,Dystonia Medical Research Foundation,Population Council",, fax: (408) 734-8522,The Parkinson's Institute,http://thepi.org/,93.00,,80.21,"
		
			675 Almanor Avenue,
			Sunnyvale, CA 94085,
			tel: (800) 655-2273"
"Parkinson Research Foundation,National Parkinson Foundation,Parkinson's Action Network","The Bachmann-Strauss Dystonia & Parkinson Foundation,National Parkinson Foundation,Parkinson's Action Network,American Parkinson Disease Association",,"
			tel: (800) 457-6676",Parkinson's Disease Foundation,http://www.pdf.org,97.00,,86.74,"
		
			1359 Broadway,
			Suite 1509, New York, NY 10018"
"American Parkinson Disease Association,Parkinson Research Foundation,National Parkinson Foundation","The Bachmann-Strauss Dystonia & Parkinson Foundation,Parkinson's Disease Foundation,National Parkinson Foundation,Parkinson's Disease Foundation",,"
			tel: (800) 850-4726",Parkinson's Action Network,http://www.parkinsonsaction.org/,100.00,,89.93,"
		
			1025 Vermont Avenue, NW,
			Suite 1120, Washington, DC 20005"
"Parkinson's Disease Foundation,American Parkinson Disease Association,National Parkinson Foundation,Parkinson's Action Network","Parkinson's Action Network,National Parkinson Foundation,Parkinson's Disease Foundation,The Bachmann-Strauss Dystonia & Parkinson Foundation",,"
			tel: (941) 870-4438",Parkinson Research Foundation,http://www.parkinsonhope.org,67.00,,70.01,"
		
			5969 Cattleridge Blvd,
			Suite 100, Sarasota, FL 34232"
"A Noise Within,Childsplay,The Public Theater/New York Shakespeare Festival,The Goodman Theatre","The Cleveland Play House,Old Globe Theatre,Shakespeare Theatre Company,Actors Theatre of Louisville",,"
			tel: (877) 291-7001",Park Square Theatre Company,http://www.parksquaretheatre.org/,89.00,,89.63,"
		
			Historic Hamm Building,
			20 West 7th Place, St. Paul, MN 55102"
"SPCA International,Greenville Humane Society,San Diego Humane Society and SPCA,Dumb Friends League","Louisiana SPCA,SPCA of Wake County,Montgomery County SPCA,Roanoke Valley SPCA",, fax: (626) 792-3810,Pasadena Humane Society & SPCA,http://www.phsspca.org,89.00,,88.93,"
		
			361 South Raymond Avenue,
			Pasadena, CA 91105,
			tel: (626) 792-7151"
"New York Restoration Project,City Parks Foundation,Forest Park Forever,Cincinnati Parks Foundation","LAND studio,City Parks Foundation,New York Restoration Project,Piedmont Park Conservancy",, fax: (404) 546-9423,Park Pride,http://parkpride.org/,89.00,,81.02,"
		
			233 Peachtree Street,
			Atlanta, GA 30303,
			tel: (404) 546-7970"
"Audubon Naturalist Society,Access Fund,Western Pennsylvania Conservancy,American Hiking Society","The Nature Center at Shaker Lakes,Leave No Trace Center for Outdoor Ethics,Access Fund,Western Pennsylvania Conservancy",, fax: (303) 722-8812,The Park People,http://theparkpeople.org/,81.00,,85.88,"
		
			1510 S Grant Street,
			Denver, CO 80210,
			tel: (303) 722-6262"
"Rape, Abuse & Incest National Network,Shelter for Abused Women & Children,The Blue Bench,The Family Place","DVIS/Call Rape,Laura's House,House of Ruth Maryland,SafeHaven of Tarrant County",, fax: (404) 870-9611,Partnership Against Domestic Violence,http://padv.org/,90.00,,87.36,"
		
			P.O. Box 170225,
			Atlanta, GA 30317,
			tel: (404) 870-9600"
"Abraham Joshua Heschel School,Yeshivat Shaare Torah,Glenwood Academy,KIPP DC","Cary Academy,Cincinnati Country Day School,Lydia Patterson Institute,Wesleyan School",, fax: (617) 232-1261,The Park School,http://www.parkschool.org,89.00,,91.37,"
		
			171 Goddard Avenue,
			Brookline, MA 02445,
			tel: (617) 274-6020"
"New Jersey Performing Arts Center,McCarter Theatre Center for the Performing Arts,Lincoln Center for the Performing Arts,The John F. Kennedy Center for the Performing Arts","Kansas City Starlight Theatre,SFJAZZ,The John F. Kennedy Center for the Performing Arts,Citi Performing Arts Center",,"
			tel: (435) 655-8252",Park City Performing Arts Foundation,http://ecclescenter.org/,81.00,,79.72,"
		
			1244 Iron Horse Drive,
			Suite B, Park City, UT 84060"
"Children's Defense Fund,Alliance for Children's Rights,Family First,Child Welfare League of America","Court Appointed Special Advocates of Orange County,Resources for Children with Special Needs,CASA of the Pikes Peak Region, Inc. ,Florida's Children First",,"
			tel: (800) 882-6868",Parents Television Council,http://parentstv.org/,Not yet scored or rated,,73.07,"
		
			707 Wilshire Boulevard,
			Suite 2075, Los Angeles, CA 90017"
"The Children's Aid Society,Aid for Starving Children,Our Lady's Inn,Children's Home Society of Florida","Center for Families and Children,Jack & Jill Children's Center,Hinds Hospice,San Francisco Child Abuse Prevention Center",, fax: (817) 332-6489,The Parenting Center,http://theparentingcenter.org/,Not yet scored or rated,,82.56,"
		
			2928 West Fifth Street,
			Fort Worth, TX 76107,
			tel: (817) 332-6348"
"National Center for Learning Disabilities,Perkins School for the Blind,Central Institute for the Deaf,Learning Ally","Little Light House,Perkins School for the Blind,Blind Children's Learning Center,The International Dyslexia Association",, fax: (713) 467-8341,The Parish School,http://www.parishschool.org,100.00,,88.56,"
		
			11001 Hammerly Boulevard,
			Houston, TX 77043,
			tel: (713) 467-4696"
"Sheltering Arms Early Education & Family Centers,Reach Out and Read,Children's Literacy Initiative,Jumpstart","Fun Time Early Childhood Academy,Children's Literacy Initiative,Small Steps Nurturing Center,Sheltering Arms Early Education & Family Centers",,"
			tel: (516) 883-7480",The Parent-Child Home Program,http://www.parent-child.org,97.00,,96.65,"
		
			1415 Kellum Place,
			Suite 101, Garden City, NY 11530"
"Paralyzed Veterans of America,AMVETS National Service Foundation,National Vietnam Veterans Foundation,Injured Marine Semper Fi Fund","AMVETS National Service Foundation,Iraq and Afghanistan Veterans of America,Pat Tillman Foundation,Injured Marine Semper Fi Fund",, fax: (414) 328-8948,Paralyzed Veterans of America Wisconsin Chapter,http://www.wisconsinpva.org/,100.00,,76.53,"
		
			2311 South 108th Street,
			West Allis, WI 53227,
			tel: (414) 328-8910"
"Community Foundation of New Jersey,Austin Community Foundation,California Community Foundation,Orange County Community Foundation","The Greater New Orleans Foundation,Hartford Foundation for Public Giving,Baton Rouge Area Foundation,The Community Foundation for Greater Atlanta",, fax: (775) 298-0099,Parasol Tahoe Community Foundation,http://www.parasol.org,100.00,,97.80,"
		
			948 Incline Way,
			Incline Village, NV 89451,
			tel: (775) 298-0188"
"Wounded Warrior Project,DAV (Disabled American Veterans) Charitable Service Trust,Fisher House Foundation,Special Operations Warrior Foundation","DAV (Disabled American Veterans) Charitable Service Trust,Homes for Our Troops,Tragedy Assistance Program for Survivors,Air Force Enlisted Village",,": 26-3782918
			",Paralyzed American Veterans,,,,91.25,"
		
			35560 Grand River,
			Farmington Hills, MI 48335,
			
            "
"Muscular Dystrophy Association,Cystic Fibrosis Foundation,The Boomer Esiason Foundation,Aplastic Anemia & MDS International Foundation","Friedreich's Ataxia Research Alliance,Charcot-Marie-Tooth Association,FSH Society,Cystic Fibrosis Foundation",,"
			tel: (800) 714-5437",Parent Project Muscular Dystrophy,http://www.parentprojectmd.org,100.00,,91.59,"
		
			401 Hackensack Avenue,
			9th Floor, Hackensack, NJ 07601"
"AMVETS National Service Foundation,National Vietnam Veterans Foundation,Injured Marine Semper Fi Fund,Iraq and Afghanistan Veterans of America","Iraq and Afghanistan Veterans of America,Pat Tillman Foundation,AMVETS National Service Foundation,Injured Marine Semper Fi Fund",, fax: (202) 416-7640,Paralyzed Veterans of America,http://www.pva.org,97.00,,70.15,"
		
			801 Eighteenth Street, NW,
			Washington, DC 20006    ,
			tel: (800) 555-9140"
"National World War II Museum,Colonial Williamsburg Foundation,Historic New England,U.S. Navy Memorial Foundation","Maine Maritime Museum,Missouri History Museum,The Henry Ford,Historic New England",, fax: (806) 651-2250,Panhandle-Plains Historical Museum,http://www.panhandleplains.org,89.00,,87.69,"
		
			WTAMU Box 60967,
			Canyon, TX 79016,
			tel: (806) 651-2245"
"The Voice of the Martyrs,Catholic Near East Welfare Association (CNEWA),Open Doors USA,Christian Aid Ministries","Forward Edge International,e3 Partners Ministries,Cadence International,Adventist Frontier Missions",," 
            ",Paraclete Mission Group,http://www.paraclete.net,74.00,,76.24,"
		
			PO Box 63450,
			Colorado Springs, CO 80962,
			tel: (719) 302-2500"
"Islamic Relief USA,International Rescue Committee,Catholic Relief Services,Action Against Hunger | ACF-USA","SIGN Fracture Care International,East Meets West ,INMED Partnerships for Children,WaterAid America",, fax: (510) 836-7325,Pangaea Global AIDS Foundation,http://www.pgaf.org,97.00,,92.65,"
		
			472 Ninth Street,
			Oakland, CA 94607,
			tel: (510) 379-4003"
"Star of Hope Mission,Union Rescue Mission, Los Angeles,New York City Rescue Mission,Denver Rescue Mission","Fort Wayne Rescue Ministries,Restoration Ministries,Jimmie Hale Mission,Nashville Rescue Mission",," 
            ",Panama City Rescue Mission,http://pcrmission.org/,Not yet scored or rated,,52.31,"
		
			609 Allen Ave,
			Panama City, FL 32401,
			tel: (850) 769-0783"
"American Cancer Society,The Leukemia & Lymphoma Society,The V Foundation,The National Children's Cancer Society","National Ovarian Cancer Coalition,CancerCare,Commonweal,Alex's Lemonade Stand Foundation",,"
			tel: (877) 272-6226",Pancreatic Cancer Action Network,http://www.pancan.org,100.00,,95.31,"
		
			1500 Rosecrans Avenue,
			Suite 200, Manhattan Beach, CA 90266"
"Smithsonian Institution,Natural History Museum of Los Angeles County,Exploratorium,Museum of New Mexico Foundation","Exploratorium,Natural History Museum of Los Angeles County,Museum of New Mexico Foundation,Hagley Museum and Library",, fax: (760) 327-5069,Palm Springs Art Museum,http://www.psmuseum.org/,89.00,,79.03,"
		
			101 Museum Drive,
			Palm Springs, CA 92262,
			tel: (760) 322-4800"
"Ronald McDonald House Charities,Children's Miracle Network Hospitals,Texas Stampede,Joy for Our Youth","Our Military Kids,Children's Miracle Network Hospitals,Jewelers for Children,Ronald McDonald House Charities",, fax: (650) 329-3723,Palo Alto Partners in Education,http://www.papie.org,93.00,,92.44,"
		
			25 Churchill Avenue,
			Palo Alto, CA 94306,
			tel: (650) 329-3990"
"Marine Toys for Tots Foundation,Cradles to Crayons,Alternative House,Shoes and Clothes for Kids","Voices for Illinois Children,New Yorkers For Children,Clothes To Kids,Thompson Child & Family Focus",," 
            ",Palmer Home for Children,http://palmerhome.org/,Not yet scored or rated,,82.72,"
		
			912 11th Avenue South,
			Columbus, MS 39701,
			tel: (662) 328-5704"
"Wildlife Conservation Society,San Diego Zoo Global,Blank Park Zoo,Cincinnati Zoo & Botanical Garden","Blank Park Zoo,The Toledo Zoo,The Philadelphia Zoo,Sacramento Zoo",, fax: (561) 585-6085,Palm Beach Zoo,http://www.palmbeachzoo.org,100.00,,88.80,"
		
			1301 Summit Boulevard,
			West Palm Beach, FL 33405,
			tel: (561) 533-0887"
"Florida Grand Opera,Metropolitan Opera,Virginia Opera,Boston Lyric Opera","Opera San José,Cincinnati Opera,Boston Lyric Opera,Glimmerglass Festival",, fax: (561) 833-8294,Palm Beach Opera,http://www.pbopera.org/,100.00,,78.53,"
		
			415 South Olive Avenue,
			West Palm Beach, FL 33401,
			tel: (561) 835-7558"
"National Constitution Center,Intrepid Museum Foundation,Admiral Nimitz Foundation,International Tennis Hall of Fame","Peabody Essex Museum,National Constitution Center,USS Constitution Museum,Air Force Museum Foundation",," 
            ",The Paley Center for Media,http://www.paleycenter.org/,85.00,,78.20,"
		
			25 West 52nd Street,
			New York, NY 10019    ,
			tel: (212) 621-6780"
"Invisible Children,United Palestinian Appeal, Inc.,Sudan Relief Fund,Sankara Eye Foundation, USA","Carolina for Kibera,Community Partners International,Fonkoze USA,Friends of Chimbote",, fax: (330) 678-2661,Palestine Children's Relief Fund,http://www.pcrf.net/,100.00,,99.33,"
		
			P.O. Box 1926,
			Kent, OH 44240,
			tel: (330) 678-2645"
"Marine Toys for Tots Foundation,Cradles to Crayons,Alternative House,Shoes and Clothes for Kids","The Children's Bereavement Center of South Texas,Thornwell Home for Children,Child Advocates of Silicon Valley,Shoes That Fit",, fax: (541) 484-1449,Parenting Now!,,Not yet scored or rated,,80.65,"
		
			86 Centennial Loop,
			Eugene, OR 97401,
			tel: (541) 484-5316"
"American Museum of Natural History,Fernbank Museum of Natural History,California Academy of Sciences,The Academy of Natural Sciences of Drexel University","Santa Barbara Museum of Natural History,Perot Museum of Nature and Science,Cleveland Museum of Natural History,The Field Museum",, fax: (607) 273-6620,Paleontological Research Institution,http://www.museumoftheearth.org/,81.00,,77.32,"
		
			1259 Trumansburg Road,
			Ithaca, NY 14850,
			tel: (607) 273-6623"
"The Imus Ranch,Camp Quality USA,The Hole in the Wall Gang Fund,Camp Sunshine, Maine","Camp John Marc,Camp For All,The Hole in the Wall Gang Fund,Camp Courageous of Iowa",,"
			tel: (310) 451-1353",The Painted Turtle,http://www.thepaintedturtle.org,93.00,,89.29,"
		
			1300 Fourth Street,
			Suite 300, Santa Monica, CA 90401"
"Holt International Children's Services,Dave Thomas Foundation for Adoption,Agape Villages,Show Hope","Real Life Children's Ranch,Spence-Chapin Services to Families and Children,SOS Children's Villages - Florida,Boys & Girls Aid",,"
			tel: (212) 716-9757",Pajama Program,http://www.pajamaprogram.org/,Not yet scored or rated,,91.29,"
		
			34 East 39th Street,
			Suite B, New York, NY 10016"
"First Book,Reading Is Fundamental,United Through Reading,Reading Partners","United Through Reading,Ferst Foundation for Childhood Literacy,Mercy Learning Center of Bridgeport,Literacy Coalition of Palm Beach County",, fax: (206) 461-7370,Page Ahead,http://pageahead.org,93.00,,82.10,"
		
			1130 Northwest 85th Street,
			Seattle, WA 98117,
			tel: (206) 461-0123"
"SOME,Coalition for the Homeless of Central Florida,Metropolitan Ministries,New England Center for Homeless Veterans","The Lord's Place,Pine Street Inn,N Street Village,Miriam's Kitchen",,"
			tel: (847) 689-4357","PADS Crisis Services, Inc.",http://lakecountypads.org,Not yet scored or rated,,73.91,"
		
			3001 Green Bay Road,
			Building #5, North Chicago, IL 60064"
"Step Up For Students,UNCF,American Indian College Fund,Thanks USA","UNCF,The BISON Children's Scholarship Fund,Step Up For Students,Horatio Alger Association of Distinguished Americans",, fax: (612) 332-0403,Page Education Foundation,http://www.page-ed.org,93.00,,87.87,"
		
			P.O. Box 581254,
			Minneapolis, MN 55458,
			tel: (612) 332-0406"
"NPR,Caucus Educational Corporation,StoryCorps,Minnesota Public Radio | American Public Media","StoryCorps,Minnesota Public Radio | American Public Media,Democracy Now!,Center for Asian American Media",," 
            ",Pacifica Radio,http://www.pacifica.org/,,,96.05,"
		
			1925 Martin Luther King Jr. Way,
			Berkeley, CA 94704,
			tel: (510) 849-2590"
"Museum of Science,Adler Planetarium & Astronomy Museum,Arizona Science Center,Liberty Science Center","Discovery Center of Springfield,The Computer History Museum,Oregon Museum of Science and Industry,COSI Center of Science and Industry",, fax: (206) 443-3631,Pacific Science Center,http://www.pacsci.org,100.00,,89.90,"
		
			200 Second Avenue North,
			Seattle, WA 98109,
			tel: (206) 443-2001"
"Abraham Joshua Heschel School,Yeshivat Shaare Torah,Glenwood Academy,KIPP DC","Latin School of Chicago,Columbus Academy,Menlo School,The Spence School",, fax: (760) 683-6003,Pacific Ridge School,http://www.pacificridge.org/,81.00,,85.34,"
		
			6269 El Fuerte Street,
			Carlsbad, CA 92009,
			tel: (760) 448-9820"
"American Civil Liberties Union Foundation,AARP Foundation,Southern Poverty Law Center,Mothers Against Drunk Driving","National Black Child Development Institute,American Civil Liberties Union Foundation of Northern California,American Civil Liberties Union of New Jersey Foundation,People For the American Way Foundation",, fax: (916) 419-7747,Pacific Legal Foundation,http://www.pacificlegal.org/,93.00,,78.39,"
		
			930 G Street,
			Sacramento, CA 95814,
			tel: (916) 419-7111"
"Wikimedia Foundation,Food and Water Watch,The Heritage Foundation,United States Justice Foundation","Ethics and Public Policy Center,The Keystone Center,Illinois Policy Institute,Public Knowledge",,"
			tel: (415) 955-6107",Pacific Research Institute,http://www.pacificresearch.org/,89.00,,78.53,"
		
			One Embarcadero Center,
			Suite 350, San Francisco, CA 94111"
"Alvin Ailey Dance Foundation,American Ballet Theatre,Houston Ballet,Mark Morris Dance Group","Kansas City Ballet,American Dance Festival,Tulsa Ballet,Boston Ballet",, fax: (206) 441-2440,Pacific Northwest Ballet,http://www.pnb.org/,97.00,,84.27,"
		
			301 Mercer Street,
			Seattle, WA 98109,
			tel: (206) 441-9411"
"The Nature Conservancy,Environmental Defense Fund,The Sierra Club Foundation,Greenpeace Fund","Environmental Defense Fund,Appalachian Mountain Club,North Cascades Institute,Quebec-Labrador Foundation",, fax: (916) 285-1865,Pacific Crest Trail Association,http://pcta.org/,97.00,,78.46,"
		
			1331 Garden Highway,
			Sacramento, CA 95833,
			tel: (916) 285-1846"
"American Civil Liberties Union Foundation,AARP Foundation,Southern Poverty Law Center,Mothers Against Drunk Driving","Electronic Frontier Foundation,Taproot Foundation,Compassion & Choices,The Blue Card",, fax: (916) 857-6902,Pacific Justice Institute,http://www.pacificjustice.org/,77.00,,82.65,"
		
			P.O. Box 276600,
			Sacramento, CA 95827,
			tel: (916) 857-6900"
"The Nature Conservancy,Environmental Defense Fund,The Sierra Club Foundation,Greenpeace Fund","Washington Trails Association,Montana Wilderness Association,Green Mountain Club,Ecotrust",,"
			tel: (415) 399-8850",Pacific Environment,http://www.pacificenvironment.org/,93.00,,83.85,"
		
			369 Pine Street,
			Suite 518, San Francisco, CA 94104"
"The Museum of Modern Art,National Museum of Women in the Arts,Albright-Knox Art Gallery,MASS MoCA","Pennsylvania Academy of the Fine Arts,Dia Art Foundation,Eiteljorg Museum of American Indians and Western Art, Inc.,Albright-Knox Art Gallery",," 
            ",Pacific Asia Museum,http://www.pacificasiamuseum.org,89.00,,88.93,"
		
			46 North Los Robles Avenue,
			Pasadena, CA 91101,
			tel: (626) 449-2742"
